movimento_nome,codigo,codigo_pai,complemento,movimento,visibilidade_externa,dispositivo_legal,artigo,alteracoes,glossario,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Medida Cautelar Diversa da Prisão,14683,157,,Revogada a Medida Cautela Diversa da Prisão de #{tipo_de_medida_cautelar_diversa_da_prisao},Sim,CPP,319 e 320,,"Movimento a ser usado em caso de revogação de medida cautelar diversa da prisão. Art. 319. São medidas cautelares diversas da prisão: (Redação dada pela Lei nº 12.403, de 2011). I - comparecimento periódico em juízo, no prazo e nas condições fixadas pelo juiz, para informar e justificar atividades; (Redação dada pela Lei nº 12.403, de 2011). II - proibição de acesso ou frequência a determinados lugares quando, por circunstâncias relacionadas ao fato, deva o indiciado ou acusado permanecer distante desses locais para evitar o risco de novas infrações; (Redação dada pela Lei nº 12.403, de 2011). III - proibição de manter contato com pessoa determinada quando, por circunstâncias relacionadas ao fato, deva o indiciado ou acusado dela permanecer distante; (Redação dada pela Lei nº 12.403, de 2011). IV - proibição de ausentar-se da Comarca quando a permanência seja conveniente ou necessária para a investigação ou instrução; (Incluído pela Lei nº 12.403, de 2011). V - recolhimento domiciliar no período noturno e nos dias de folga quando o investigado ou acusado tenha residência e trabalho fixos; (Incluído pela Lei nº 12.403, de 2011). VI - suspensão do exercício de função pública ou de atividade de natureza econômica ou financeira quando houver justo receio de sua utilização para a prática de infrações penais; (Incluído pela Lei nº 12.403, de 2011). VII - internação provisória do acusado nas hipóteses de crimes praticados com violência ou grave ameaça, quando os peritos concluírem ser inimputável ou semi-imputável (art. 26 do Código Penal) e houver risco de reiteração; (Incluído pela Lei nº 12.403, de 2011). VIII - fiança, nas infrações que a admitem, para assegurar o comparecimento a atos do processo, evitar a obstrução do seu andamento ou em caso de resistência injustificada à ordem judicial; (Incluído pela Lei nº 12.403, de 2011). IX - monitoração eletrônica. (Incluído pela Lei nº 12.403, de 2011). § 1 o (Revogado). (Revogado pela Lei nº 12.403, de 2011). § 2 o (Revogado). (Revogado pela Lei nº 12.403, de 2011). § 3 o (Revogado). (Revogado pela Lei nº 12.403, de 2011). § 4 o A fiança será aplicada de acordo com as disposições do Capítulo VI deste Título, podendo ser cumulada com outras medidas cautelares. (Incluído pela Lei nº 12.403, de 2011). Art. 320. A proibição de ausentar-se do País será comunicada pelo juiz às autoridades encarregadas de fiscalizar as saídas do território nacional, intimando-se o indiciado ou acusado para entregar o passaporte, no prazo de 24 (vinte e quatro) horas.",2021-05-28 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 14683,1 > Decisão > Revogação > Medida Cautelar Diversa da Prisão
Medida de Proteção da Lei 13.431/2017,15509,157,,Revogada a medida de proteção de #{tipo_de_medida_de_proteção_Lei_13431},Sim,Lei 13.431/2017,21,,Movimento para registrar a revogação de medida de proteção da Lei 13.431/2017 anteriormente concedida a criança ou adolescente vítima ou testemunha de violência.,2024-11-13 14:02:40,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 15509,1 > Decisão > Revogação > Medida de Proteção da Lei 13.431/2017
Medida de Proteção do Estatuto da Criança e do Adolescente,15504,157,,Revogada a medida de proteção de #{tipo_de_medida_de_proteção_ECA},Sim,ECA,99 a 102,,Movimento para registrar a revogação de medida de proteção anteriormente concedida em benefício de criança ou adolescente.,2024-11-13 13:20:14,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 15504,1 > Decisão > Revogação > Medida de Proteção do Estatuto da Criança e do Adolescente
Medida de Proteção do Estatuto do Idoso,15499,157,,Revogada a medida de proteção de #{tipo_de_medida_de_proteção_Estatuto_do_Idoso},Sim,Estatuto do Idoso,43 a 45,,Movimento para registrar a revogação de medida de proteção anteriormente concedida em benefício de pessoa idosa.,2024-11-12 18:53:07,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 15499,1 > Decisão > Revogação > Medida de Proteção do Estatuto do Idoso
Medida protetiva,11426,157,,Revogada medida protetiva de #{tipo_de_medida_protetiva} para #{destinatario_de_medida_protetiva},Sim,11.340 (Lei Maria da Penha); 8.069 (ECA); 10.741 (Estatuto do Idoso),22 a 23; 99 a 101; 42 a 45,,"Movimento a ser utilizado para registrar a decisão que revogou medida protetiva anteriormente deferida a mulher (Lei Maria da Penha), idoso ou criança/adolescente, com fundamento nas legislações específicas.",2010-03-05 00:00:00,2024-11-12 16:47:54,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 11426,1 > Decisão > Revogação > Medida protetiva
Medida Protetiva da Lei Henry Borel,15494,157,,Revogada a medida protetiva de #{tipo_de_medida_protetiva_Lei_Henry_Borel},Sim,Lei Henry Borel,15 a 21,,Movimento para registrar a revogação de medida protetiva anteriormente concedida fundamentada em violência doméstica e familiar contra criança ou adolescente (Lei Henry Borel).,2024-11-12 18:16:31,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 15494,1 > Decisão > Revogação > Medida Protetiva da Lei Henry Borel
Medida Protetiva da Lei Maria da Penha,15489,157,,Revogada a medida protetiva de #{tipo_de_medida_protetiva_Lei_Maria_da_Penha},Sim,Lei Maria da Penha,18 a 24,,Movimento para registrar a revogação de medida protetiva anteriormente concedida com fundamento em violência doméstica e familiar contra a mulher (Lei Maria da Penha).,2024-11-12 16:49:03,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 15489,1 > Decisão > Revogação > Medida Protetiva da Lei Maria da Penha
Prisão,128,157,,Revogada a Prisão,Sim,,,,Aplicável nos casos de revogação de prisão temporária ou preventiva.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 128,1 > Decisão > Revogação > Prisão
Revogação da Suspensão Condicional do Processo,12737,157,,Revogada a Suspensão Condicional do Processo,Sim,Lei 9.099/1995,89,,"............................................................... Art. 89. Nos crimes em que a pena mínima cominada for igual ou inferior a um ano, abrangidas ou não por esta Lei, o Ministério Público, ao oferecer a denúncia, poderá propor a suspensão do processo, por dois a quatro anos, desde que o acusado não esteja sendo processado ou não tenha sido condenado por outro crime, presentes os demais requisitos que autorizariam a suspensão condicional da pena (art. 77 do Código Penal). § 1º Aceita a proposta pelo acusado e seu defensor, na presença do Juiz, este, recebendo a denúncia, poderá suspender o processo, submetendo o acusado a período de prova, sob as seguintes condições: I - reparação do dano, salvo impossibilidade de fazê-lo; II - proibição de freqüentar determinados lugares; III - proibição de ausentar-se da comarca onde reside, sem autorização do Juiz; IV - comparecimento pessoal e obrigatório a juízo, mensalmente, para informar e justificar suas atividades. § 2º O Juiz poderá especificar outras condições a que fica subordinada a suspensão, desde que adequadas ao fato e à situação pessoal do acusado. § 3º A suspensão será revogada se, no curso do prazo, o beneficiário vier a ser processado por outro crime ou não efetuar, sem motivo justificado, a reparação do dano. § 4º A suspensão poderá ser revogada se o acusado vier a ser processado, no curso do prazo, por contravenção, ou descumprir qualquer outra condição imposta. § 5º Expirado o prazo sem revogação, o Juiz declarará extinta a punibilidade. § 6º Não correrá a prescrição durante o prazo de suspensão do processo. § 7º Se o acusado não aceitar a proposta prevista neste artigo, o processo prosseguirá em seus ulteriores termos. ...............................................................",2020-06-05 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 12737,1 > Decisão > Revogação > Revogação da Suspensão Condicional do Processo
Revogação da Transação Penal,15025,157,,Revogada a transação penal,Sim,,,,Decisões que interrompem a eficácia de decisão anterior que homologou transação penal.,2022-03-22 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 15025,1 > Decisão > Revogação > Revogação da Transação Penal
Revogação do Acordo de Não Persecução Penal,12734,157,,Revogado o acordo de não persecução penal de #{nome_da_parte},Sim,CPP,"28-A, § 10º",,,2020-06-05 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 12734,1 > Decisão > Revogação > Revogação do Acordo de Não Persecução Penal
Suspensão Condicional da Pena,1016,157,,Revogada a Suspensão Condicional da Pena,Sim,Lei 7210/84 (LEP); CPPM,"68, II, ""e""; 614",,"Questão incidente durante a execução da pena. CPP Art. 162. A revogação da suspensão condicional da pena e a prorrogação do período de prova dar-se-ão na forma do artigo 81 e respectivos parágrafos do Código Penal. CPPM Revogação obrigatória Art. 614 - A suspensão será revogada se, no curso do prazo, o beneficiário: I - for condenado, na justiça militar ou na comum, por sentença irrecorrível, a pena privativa da liberdade; II - não efetuar, sem motivo justificado, a reparação do dano; III - sendo militar, for punido por crime próprio ou por transgressão disciplinar considerada grave. Revogação facultativa § 1º - A suspensão poderá ser revogada, se o beneficiário: a) deixar de cumprir qualquer das obrigações constantes da sentença; b) deixar de observar obrigações inerentes à pena acessória; c) for irrecorrivelmente condenado a pena que não seja privativa da liberdade. Declaração de prorrogação § 2º - Quando, em caso do parágrafo anterior, o juiz não revogar a suspensão, deverá: a) advertir o beneficiário ou; b) exacerbar as condições ou, ainda; c) prorrogar o período de suspensão até o máximo, se esse limite não foi o fixado. § 3º - Se o beneficiário estiver respondendo a processo, que, no caso de condenação, poderá acarretar a revogação, o juiz declarará, por despacho, a prorrogação do prazo da suspensão até sentença passada em julgado, fazendo as comunicações necessárias nesse sentido.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 1016,1 > Decisão > Revogação > Suspensão Condicional da Pena
Tutela Provisória,347,157,,Revogada a tutela provisória,Sim,CPC,296,,,2008-09-30 15:52:47,2024-09-26 12:51:03,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 157 > 347,1 > Decisão > Revogação > Tutela Provisória
Suscitação de Conflito de Competência,961,3,,Suscitado Conflito de Competência,Sim,CPC; CPP; CPPM,"118, I; 115; 113",,"Decisão que envia a questão de competência a exame do Tribunal responsável pela solução. CPC Art. 118. O conflito será suscitado ao presidente do tribunal: I - pelo juiz, por ofício; II - pela parte e pelo Ministério Público, por petição. Parágrafo único. O ofício e a petição serão instruídos com os documentos necessários à prova do conflito. CPP Art. 115. O conflito poderá ser suscitado: I - pela parte interessada; II - pelos órgãos do Ministério Público junto a qualquer dos juízos em dissídio; III - por qualquer dos juízes ou tribunais em causa. CPPM Art. 113. O conflito poderá ser suscitado: a) pelo acusado; b) pelo órgão do Ministério Público; c) pela autoridade judiciária.",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 961,1 > Decisão > Suscitação de Conflito de Competência
Suspensão ou Sobrestamento,25,3,,Processo Suspenso ou Sobrestado por,Sim,,,,,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 25,1 > Decisão > Suspensão ou Sobrestamento
"A depender do julgamento de outra causa, de outro juízo ou declaração incidente",272,25,,"Processo suspenso por depender do julgamento de outra causa, de outro juízo ou declaração incidente em #{numero_unico_do_processo}",Sim,CPC 2015; CPP,"313, V; 92 e 93",,"CPC Art. 313. Suspende-se o processo: ................................................................................................................................. V - quando a sentença de mérito: a) depender do julgamento de outra causa ou da declaração de existência ou de inexistência de relação jurídica que constitua o objeto principal de outro processo pendente; b) tiver de ser proferida somente após a verificação de determinado fato ou a produção de certa prova, requisitada a outro juízo; No campo de complemento, deve-se indicar o número único do processo pendente de julgamento ou daquele em que se está produzindo prova. CPP Art. 92. Se a decisão sobre a existência da infração depender da solução de controvérsia, que o juiz repute séria e fundada, sobre o estado civil das pessoas, o curso da ação penal ficará suspenso até que no juízo cível seja a controvérsia dirimida por sentença passada em julgado, sem prejuízo, entretanto, da inquirição das testemunhas e de outras provas de natureza urgente. Art. 93. Se o reconhecimento da existência da infração penal depender de decisão sobre questão diversa da prevista no artigo anterior, da competência do juízo cível, e se neste houver sido proposta ação para resolvê-la, o juiz criminal poderá, desde que essa questão seja de difícil solução e não verse sobre direito cuja prova a lei civil limite, suspender o curso do processo, após a inquirição das testemunhas e realização das outras provas de natureza urgente. Propõe-se a criação do complemento ""numero_unico_do_processo"" e a alteração da descrição do movimento para ""Processo Suspenso por depender do julgamento de outra causa, de outro juízo ou declaração incidente em #{numero_unico_do_processo}.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 25 > 272,"1 > Decisão > Suspensão ou Sobrestamento > A depender do julgamento de outra causa, de outro juízo ou declaração incidente"
Conflito de Competência,960,25,,Processo Suspenso ou Sobrestado por Conflito de Competência,Sim,CPC,120,,"Colocada fora de uso em razão de ter sido considerada despacho. Criada movimentação equivalente no nível Despacho. Decisão do juiz do processo, de sua própria deliberação ou decorrente da decisão do relator do conflito de competência. Não deve ser utilizada nos autos do conflito, e sim no(s) processo(s) originário(s). CPC. Art. 120. Poderá o relator, de ofício, ou a requerimento de qualquer das partes, determinar, quando o conflito for positivo, seja sobrestado o processo, mas, neste caso, bem como no de conflito negativo, designará um dos juízes para resolver, em caráter provisório, as medidas urgentes.",2008-09-30 15:52:47,2009-06-30 10:28:55,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 25 > 960,1 > Decisão > Suspensão ou Sobrestamento > Conflito de Competência
Convenção das Partes,270,25,,Processo Suspenso por Convenção das Partes,Sim,CPC,"265, II",,"Colocada fora de uso em razão de ter sido considerada despacho. Criada movimentação equivalente no nível Despacho. Situação em que as partes envolvidas no processo decidem de comum acordo paralisar o curso do processo. Deve haver manifestação expressa do magistrado sobre o tema. Prazo máximo de suspensão de seis meses, findos os quais devem os autos retornar conclusos ao Juiz para prosseguimento.",2008-09-30 15:52:47,2009-06-29 09:00:32,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 25 > 270,1 > Decisão > Suspensão ou Sobrestamento > Convenção das Partes
Convenção das Partes para Satisfação Voluntária da Obrigação em Execução ou Cumprimento de Sentença,277,25,,Processo Suspenso ou Sobrestado por Convenção das Partes para Satisfação Voluntária da Obrigação em Execução ou Cumprimento de Sentença,Sim,CPC,"922, caput",,"Art. 922. Convindo as partes, o juiz declarará suspensa a execução durante o prazo concedido pelo exequente para que o executado cumpra voluntariamente a obrigação.",2008-09-30 15:52:47,2022-06-01 17:27:23,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 25 > 277,1 > Decisão > Suspensão ou Sobrestamento > Convenção das Partes para Satisfação Voluntária da Obrigação em Execução ou Cumprimento de Sentença
"Exceção de Incompetência, suspeição ou Impedimento",271,25,,"Processo Suspenso por Exceção de Incompetência, suspeição ou Impedimento",Sim,CPC,"265, III",,"Colocada fora de uso em razão de ter sido considerada despacho. Criada movimentação equivalente no nível Despacho. Pendente a exceção, o processo deve restar suspenso. Observar que a exceção deve estar em autos apartados do em que se produz esta decisão, e que nos autos da exceção a decisão não é pertinente.",2008-09-30 15:52:47,2009-06-29 17:34:28,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 25 > 271,"1 > Decisão > Suspensão ou Sobrestamento > Exceção de Incompetência, suspeição ou Impedimento"
Força maior,275,25,,Processo Suspenso ou Sobrestado por Força maior,Sim,CPC 2015,"313,VI",,CPC/2015. Art. 313. Suspende-se o processo: ................................................................................................................................. VI - por motivo de força maior;,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 25 > 275,1 > Decisão > Suspensão ou Sobrestamento > Força maior
