documento,codigo,codigo_pai,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Relatório,779,536,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 779,Internos > Decisão > Acórdão > Relatório
Súmula,780,536,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 780,Internos > Decisão > Acórdão > Súmula
Voto,781,536,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781,Internos > Decisão > Acórdão > Voto
Voto Desempate,893,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 893,Internos > Decisão > Acórdão > Voto > Voto Desempate
Voto Escrito,14583,781,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 14583,Internos > Decisão > Acórdão > Voto > Voto Escrito
Voto Mérito,894,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 894,Internos > Decisão > Acórdão > Voto > Voto Mérito
Voto Preliminar,895,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 895,Internos > Decisão > Acórdão > Voto > Voto Preliminar
Voto Relator,14584,781,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 14584,Internos > Decisão > Acórdão > Voto > Voto Relator
Voto Retificador,14585,781,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 14585,Internos > Decisão > Acórdão > Voto > Voto Retificador
Voto Revisão,896,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 896,Internos > Decisão > Acórdão > Voto > Voto Revisão
Voto Vencedor,897,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 897,Internos > Decisão > Acórdão > Voto > Voto Vencedor
Voto Vencido,898,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 898,Internos > Decisão > Acórdão > Voto > Voto Vencido
Voto Vista,899,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 899,Internos > Decisão > Acórdão > Voto > Voto Vista
Voto Vogal,900,781,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 536 > 781 > 900,Internos > Decisão > Acórdão > Voto > Voto Vogal
Anulação e Substituição de Títulos ao Portador,535,404,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 535,Internos > Decisão > Anulação e Substituição de Títulos ao Portador
Autorização Judicial,537,404,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 537,Internos > Decisão > Autorização Judicial
Autorização de Viagem,782,537,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 537 > 782,Internos > Decisão > Autorização Judicial > Autorização de Viagem
Autorização de Visita,783,537,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 537 > 783,Internos > Decisão > Autorização Judicial > Autorização de Visita
Autorização Judicial (Outros),785,537,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 537 > 785,Internos > Decisão > Autorização Judicial > Autorização Judicial (Outros)
"Autorização Judicial - Art. 122, I e III, LEP",784,537,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 537 > 784,"Internos > Decisão > Autorização Judicial > Autorização Judicial - Art. 122, I e III, LEP"
Salvo-Conduto,786,537,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 537 > 786,Internos > Decisão > Autorização Judicial > Salvo-Conduto
Decisão Agravada,14586,404,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 14586,Internos > Decisão > Decisão Agravada
Decisão de Tribunal Superior,14466,404,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 14466,Internos > Decisão > Decisão de Tribunal Superior
Decisão Monocrática Terminativa,538,404,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 538,Internos > Decisão > Decisão Monocrática Terminativa
Decisão Monocrática Terminativa Com Resolução de Mérito,787,538,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 538 > 787,Internos > Decisão > Decisão Monocrática Terminativa > Decisão Monocrática Terminativa Com Resolução de Mérito
Decisão Monocrática Terminativa Sem Resolução de Mérito,788,538,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 538 > 788,Internos > Decisão > Decisão Monocrática Terminativa > Decisão Monocrática Terminativa Sem Resolução de Mérito
Declinatória de competência,539,404,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 539,Internos > Decisão > Declinatória de competência
Extinção de Processo,540,404,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 540,Internos > Decisão > Extinção de Processo
Interlocutória,541,404,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541,Internos > Decisão > Interlocutória
Conversão,789,541,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 789,Internos > Decisão > Interlocutória > Conversão
Conversão de Ação Monitória em Execução,901,789,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 789 > 901,Internos > Decisão > Interlocutória > Conversão > Conversão de Ação Monitória em Execução
Conversão de Prisão em Flagrante para Preventiva,902,789,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 789 > 902,Internos > Decisão > Interlocutória > Conversão > Conversão de Prisão em Flagrante para Preventiva
Conversão de Prisão em Flagrante para Temporária,903,789,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 789 > 903,Internos > Decisão > Interlocutória > Conversão > Conversão de Prisão em Flagrante para Temporária
Decisão Parcial de Mérito,790,541,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 790,Internos > Decisão > Interlocutória > Decisão Parcial de Mérito
Deferimento de Gratuidade de Justiça,791,541,2021-01-14 00:00:00,2024-10-15 14:45:28,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 791,Internos > Decisão > Interlocutória > Deferimento de Gratuidade de Justiça
Indeferimento de Gratuidade Justiça,792,541,2021-01-14 00:00:00,2024-10-15 14:47:46,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 792,Internos > Decisão > Interlocutória > Indeferimento de Gratuidade Justiça
Recebimento da Denúncia,793,541,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 793,Internos > Decisão > Interlocutória > Recebimento da Denúncia
Tutela Antecipada,794,541,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 794,Internos > Decisão > Interlocutória > Tutela Antecipada
Concessão Liminar dos Efeitos da Tutela Antecipada,904,794,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 794 > 904,Internos > Decisão > Interlocutória > Tutela Antecipada > Concessão Liminar dos Efeitos da Tutela Antecipada
Concessão Liminar em Parte dos Efeitos da Tutela Antecipada,905,794,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 794 > 905,Internos > Decisão > Interlocutória > Tutela Antecipada > Concessão Liminar em Parte dos Efeitos da Tutela Antecipada
Denegação da Medida Liminar de Antecipação de Tutela,906,794,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 404 > 541 > 794 > 906,Internos > Decisão > Interlocutória > Tutela Antecipada > Denegação da Medida Liminar de Antecipação de Tutela
